2026-01-10 16:48:05,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074475,3.4227,38
2026-01-10 16:48:16,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.5030,36
2026-01-10 16:48:17,dsjc250.5.col,Guloso,"-",1768074497,0.0343,40
2026-01-10 16:48:20,dsjc250.5.col,Randomizado,"alpha=0.100000, iter=100",1768074497,3.5186,37
2026-01-10 16:48:24,dsjc250.5.col,Randomizado,"alpha=0.300000, iter=100",1768074497,3.5577,37
2026-01-10 16:48:27,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074497,3.4547,37
2026-01-10 16:48:38,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.4356,37
2026-01-10 16:48:39,dsjc250.5.col,Guloso,"-",1768074519,0.0342,40
2026-01-10 16:48:42,dsjc250.5.col,Randomizado,"alpha=0.100000, iter=100",1768074519,3.4958,37
2026-01-10 16:48:46,dsjc250.5.col,Randomizado,"alpha=0.300000, iter=100",1768074519,3.5254,37
2026-01-10 16:48:49,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074519,3.5618,37
2026-01-10 16:49:00,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.4765,37
2026-01-10 16:49:01,dsjc250.5.col,Guloso,"-",1768074541,0.0365,40
2026-01-10 16:49:04,dsjc250.5.col,Randomizado,"alpha=0.100000, iter=100",1768074541,3.5272,37
2026-01-10 16:49:08,dsjc250.5.col,Randomizado,"alpha=0.300000, iter=100",1768074541,3.4883,38
2026-01-10 16:49:11,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074541,3.4402,37
2026-01-10 16:49:22,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.4394,38
2026-01-10 16:49:23,dsjc250.5.col,Guloso,"-",1768074563,0.0347,40
2026-01-10 16:49:26,dsjc250.5.col,Randomizado,"alpha=0.100000, iter=100",1768074563,3.5347,36
2026-01-10 16:49:30,dsjc250.5.col,Randomizado,"alpha=0.300000, iter=100",1768074563,3.6233,37
2026-01-10 16:49:33,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074563,3.4811,37
2026-01-10 16:49:44,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.5888,37
2026-01-10 16:49:45,dsjc250.5.col,Guloso,"-",1768074585,0.0356,40
2026-01-10 16:49:48,dsjc250.5.col,Randomizado,"alpha=0.100000, iter=100",1768074585,3.4803,36
2026-01-10 16:49:52,dsjc250.5.col,Randomizado,"alpha=0.300000, iter=100",1768074585,3.5023,37
2026-01-10 16:49:55,dsjc250.5.col,Randomizado,"alpha=0.500000, iter=100",1768074585,3.3998,37
2026-01-10 16:50:06,dsjc250.5.col,Reativo,"iter=300, bloco=50",0,10.3740,37
